"P35_001,N,19,11","P35_002,N,19,11","P35_003,C,254","P35_004,C,254","P35_005,C,254","P35_006,C,254","P35_007,C,254","P35_008,C,254","P35_009,C,254","P35_010,C,254","P35_011,N,19,11","P35_012,N,19,11","P35_013,N,19,11","P35_014,N,19,11","P35_015,N,19,11","P35_016,N,19,11","P35_017,N,19,11","P35_018,N,19,11","P35_019,N,19,11","P35_020,N,19,11","P35_021,N,19,11","P35_022,N,19,11","P35_023,N,19,11","P35_024,N,19,11","P35_025,N,19,11","P35_026,N,19,11","P35_027,N,19,11","P35_028,N,19,11"
38.399013,140.269891,山形県,寒河江市,06206,寒河江,https://www.michi-no-eki.jp/stations/view/216,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya03.html,http://www.michinoeki-sagae.com/,,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,1
38.580422,139.5581086,山形県,鶴岡市,06203,あつみ,https://www.michi-no-eki.jp/stations/view/217,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya04.html,http://www.at-syarin.com,,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1
38.436059,140.099237,山形県,西村山郡西川町,06322,にしかわ,https://www.michi-no-eki.jp/stations/view/218,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya05.html,http://www.gassan.co.jp/meisuikan/,,2,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1
38.026065,139.994671,山形県,西置賜郡飯豊町,06403,いいで,https://www.michi-no-eki.jp/stations/view/219,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya06.html,http://mezami113.com/,,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1
38.4871462,140.3823105,山形県,村山市,06208,むらやま,https://www.michi-no-eki.jp/stations/view/220,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya07.html,,,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
38.728688,140.161431,山形県,最上郡戸沢村,06367,とざわ,https://www.michi-no-eki.jp/stations/view/221,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya08.html,http://www.kouraikan.com/tozawa.html,,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1
39.060163,139.875583,山形県,飽海郡遊佐町,06461,鳥海,https://www.michi-no-eki.jp/stations/view/222,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya09.html,http://chokai-flat.com/,,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1
37.8776582,139.9841823,山形県,米沢市,06202,田沢,https://www.michi-no-eki.jp/stations/view/223,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya10.html,http://www.tazawa-forest.com/nagomi/,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
38.0719561,139.7306094,山形県,西置賜郡小国町,06401,白い森おぐに,https://www.michi-no-eki.jp/stations/view/224,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya11.html,http://www.town.oguni.yamagata.jp/guide/facilities/meal/michinoeki.html,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
38.367756,140.213291,山形県,西村山郡大江町,06324,おおえ,https://www.michi-no-eki.jp/stations/view/225,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya12.html,,,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1
38.7828046,139.8463299,山形県,東田川郡三川町,06426,庄内みかわ,https://www.michi-no-eki.jp/stations/view/226,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya13.html,http://www.iroribinosato.info/,,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1
38.006775,140.217442,山形県,東置賜郡高畠町,06381,たかはた,https://www.michi-no-eki.jp/stations/view/227,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya14.html,http://www.rstakahata.com/,,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1
38.354481,140.387127,山形県,天童市,06210,天童温泉,https://www.michi-no-eki.jp/stations/view/228,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya15.html,,,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2
38.6569024,140.3636879,山形県,尾花沢市,06212,尾花沢,https://www.michi-no-eki.jp/stations/view/229,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya16.html,http://www.mitinoku.or.jp/nemaru/,,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1
38.2181108,140.0973224,山形県,西置賜郡白鷹町,06402,白鷹ヤナ公園,https://www.michi-no-eki.jp/stations/view/230,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya17.html,http://www.sgic.jp/ayuchaya/,,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1
38.32738812,140.1692573,山形県,西村山郡朝日町,06323,あさひまち,https://www.michi-no-eki.jp/stations/view/7982,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya18.html,http://ringo-no-mori.jp/,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2
38.794158,139.984412,山形県,東田川郡庄内町,06428,しょうない,https://www.michi-no-eki.jp/stations/view/11975,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya19.html,http://www.town.shonai.lg.jp/fusyaichiba/,,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1
38.108211,140.043516,山形県,長井市,06209,川のみなと長井,https://www.michi-no-eki.jp/stations/view/14136,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/yamagata/ya20.html,http://kawanominato.jp/,,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
37.922055,140.137017,山形県,米沢市,06202,米沢,https://www.michi-no-eki.jp/stations/view/14170,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
37.65512,140.334294,福島県,福島市,07201,つちゆ,https://www.michi-no-eki.jp/stations/view/231,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu01.html,http://f-road.info/eki-menu/eki/tsuchiyu/index.html,,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1
37.6678183,140.5766931,福島県,伊達郡川俣町,07308,川俣,https://www.michi-no-eki.jp/stations/view/232,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu02.html,http://www.town.kawamata.lg.jp/site/kanko-event/silkpia-shisetsuannai.html,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1
37.0865496,139.7275995,福島県,南会津郡南会津町,07368,たじま,https://www.michi-no-eki.jp/stations/view/233,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu03.html,http://aizukogen-yume.jp/tajima/index.php,,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
37.635666,140.483688,福島県,二本松市,07210,安達,https://www.michi-no-eki.jp/stations/view/234,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu04.html,http://www.michinoeki-adachi.jp/,,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1
37.7019379,139.8782643,福島県,喜多方市,07208,喜多の郷,https://www.michi-no-eki.jp/stations/view/235,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu05.html,http://www.furusatosinkou.co.jp,,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1
37.6650583,140.0437534,福島県,耶麻郡北塩原村,07402,裏磐梯,https://www.michi-no-eki.jp/stations/view/236,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu06.html,http://www.michinoeki-urabandai.com/,,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1
37.2500062,140.9976258,福島県,双葉郡楢葉町,07542,ならは,https://www.michi-no-eki.jp/stations/view/237,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu07.html,,,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1
37.7611089,140.9479524,福島県,相馬市,07209,そうま,https://www.michi-no-eki.jp/stations/view/238,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu08.html,http://f-road.info/eki-menu/eki/souma/index.html,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
36.9506187,140.4145197,福島県,東白川郡塙町,07483,はなわ,https://www.michi-no-eki.jp/stations/view/239,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu09.html,http://www.michinoeki-hanawa.jp/,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
37.527693,139.7221754,福島県,河沼郡柳津町,07423,会津柳津,https://www.michi-no-eki.jp/stations/view/240,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu10.html,http://yanaizu-kousya.info/seiryu.shtml,,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1
37.5699562,140.5773494,福島県,二本松市,07210,ふくしま東和,https://www.michi-no-eki.jp/stations/view/241,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu11.html,http://www.touwanosato.net/,,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1
37.5858675,139.6425952,福島県,耶麻郡西会津町,07405,にしあいづ,https://www.michi-no-eki.jp/stations/view/242,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu12.html,http://www.w-aizu.jp/yorisse/,,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
37.4777576,139.670802,福島県,大沼郡三島町,07444,尾瀬街道みしま宿,https://www.michi-no-eki.jp/stations/view/243,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu13.html,http://www.okuaizu.net/spot/1421/,,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1
37.2228324,140.4181372,福島県,石川郡玉川村,07502,たまかわ,https://www.michi-no-eki.jp/stations/view/244,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu14.html,http://www.kobushinosato.com/,,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1
37.2399765,140.0633922,福島県,岩瀬郡天栄村,07344,羽鳥湖高原,https://www.michi-no-eki.jp/stations/view/245,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu15.html,http://www.hatoriko.jp/around/eki.html,,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
37.635707,140.983582,福島県,南相馬市,07212,南相馬,https://www.michi-no-eki.jp/stations/view/246,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu16.html,http://www.nomaoinosato.co.jp/,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
37.2035393,139.9163428,福島県,南会津郡下郷町,07362,しもごう,https://www.michi-no-eki.jp/stations/view/247,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu17.html,http://www.aizu-concierge.com/map/spot/10119/,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
37.2505454,140.5600321,福島県,石川郡平田村,07503,ひらた,https://www.michi-no-eki.jp/stations/view/248,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu18.html,http://www.michinoeki-hirata.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
37.107429,140.992995,福島県,いわき市,07204,よつくら港,https://www.michi-no-eki.jp/stations/view/249,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu19.html,http://www.429-love.jp/,,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1
37.5628041,139.9866329,福島県,耶麻郡磐梯町,07407,ばんだい,https://www.michi-no-eki.jp/stations/view/250,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu20.html,http://www.michinoekibandai.com/,,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1
37.0931301,140.5297735,福島県,石川郡古殿町,07505,ふるどの,https://www.michi-no-eki.jp/stations/view/251,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu21.html,http://ofukuro-eki.com/,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
37.0688217,139.6154861,福島県,南会津郡南会津町,07368,番屋,https://www.michi-no-eki.jp/stations/view/252,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu22.html,http://www.kanko-aizu.com/kau/3213/,,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
37.2436603,140.2447857,福島県,岩瀬郡天栄村,07344,季の里天栄,https://www.michi-no-eki.jp/stations/view/253,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu23.html,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
37.2219817,139.5426599,福島県,南会津郡南会津町,07368,きらら289,https://www.michi-no-eki.jp/stations/view/254,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu24.html,http://www.kirara289.jp/,,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1
37.4719243,139.5305827,福島県,大沼郡金山町,07445,奥会津かねやま,https://www.michi-no-eki.jp/stations/view/255,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu25.html,http://www.aizukaneyama.co.jp/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1
37.53478,140.5902479,福島県,二本松市,07210,さくらの郷,https://www.michi-no-eki.jp/stations/view/256,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu26.html,http://gmmuta.wix.com/sakura-no-sato,,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
37.5569993,139.8631361,福島県,河沼郡湯川村,07422,あいづ 湯川・会津坂下,https://www.michi-no-eki.jp/stations/view/257,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu27.html,http://heso-aizu.jp/,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
37.325463,139.630139,福島県,大沼郡昭和村,07446,からむし織の里しょうわ,https://www.michi-no-eki.jp/stations/view/258,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu28.html,http://www.vill.showa.fukushima.jp/sato.stm,,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
37.538341,140.107459,福島県,耶麻郡猪苗代町,07408,猪苗代,https://www.michi-no-eki.jp/stations/view/11976,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu29.html,http://www.michinoeki-inawashiro.co.jp/,,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1
37.872681,140.545612,福島県,伊達郡国見町,07303,国見 あつかしの郷,https://www.michi-no-eki.jp/stations/view/14134,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu30.html,http://www.michinoeki923.com/,,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1
37.697267,140.735624,福島県,相馬郡飯舘村,07564,いいたて村の道の駅までい館,https://www.michi-no-eki.jp/stations/view/14157,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu31.html,http://www.vill.iitate.fukushima.jp/site/kanko/1404.html,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1
37.032756,139.395721,福島県,南会津郡檜枝岐村,07364,尾瀬檜枝岐,https://www.michi-no-eki.jp/stations/view/14158,http://www.thr.mlit.go.jp/road/koutsu/Michi-no-Eki/fukusima/fu32.html,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1
37.766524,140.58845,福島県,伊達市,07213,伊達の郷 りょうぜん,https://www.michi-no-eki.jp/stations/view/14171,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
36.5449685,140.3330587,茨城県,東茨城郡城里町,08310,かつら,https://www.michi-no-eki.jp/stations/view/259,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_katsura/index.html,http://www.m-katsura.com/,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
36.6558574,140.2800036,茨城県,常陸大宮市,08225,みわ,https://www.michi-no-eki.jp/stations/view/260,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_miwa/index.html,http://miwa.s55.biz/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1
36.7057462,140.5096817,茨城県,常陸太田市,08212,さとみ,https://www.michi-no-eki.jp/stations/view/261,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_satomi/index.html,http://www.hitachiota-michinoeki.jp/page/dir000003.html,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
36.102676,139.795303,茨城県,猿島郡境町,08546,さかい,https://www.michi-no-eki.jp/stations/view/262,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_sakai/index.html,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
36.7685851,140.3592347,茨城県,久慈郡大子町,08364,奥久慈だいご,https://www.michi-no-eki.jp/stations/view/263,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_okukuji/index.html,http://www.town.daigo.ibaraki.jp/sp/page/page000026.html,,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1
36.2158407,139.9865962,茨城県,下妻市,08210,しもつま,https://www.michi-no-eki.jp/stations/view/264,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_simotsuma/index.html,http://www.city.shimotsuma.lg.jp/page/dir001734.html,,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1
36.0963942,140.4037633,茨城県,行方市,08233,たまつくり,https://www.michi-no-eki.jp/stations/view/265,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_tamatsukuri/index.html,http://www.namegata-koikoi.com/,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
35.9461322,140.5892448,茨城県,潮来市,08223,いたこ,https://www.michi-no-eki.jp/stations/view/266,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_itako/index.html,http://www.michinoeki-itako.jp,,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1
36.0952767,139.7583317,茨城県,猿島郡五霞町,08542,ごか,https://www.michi-no-eki.jp/stations/view/267,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_goka/index.html,http://roadgoka.gozaru.jp/,http://www.facebook.com/road.goka,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
36.191431,139.789732,茨城県,古河市,08204,まくらがの里 こが,https://www.michi-no-eki.jp/stations/view/268,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_koga/index.html,http://www.dynac-japan.com/michinoeki-koga/index.html,,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1
36.4923537,140.6151942,茨城県,日立市,08202,日立おさかなセンター,https://www.michi-no-eki.jp/stations/view/269,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_osakana/index.html,http://www.hitachi-osakana-center.com/,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
36.5969609,140.4096155,茨城県,常陸大宮市,08225,常陸大宮,https://www.michi-no-eki.jp/stations/view/9728,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_hoomiya/index.html,http://www.michieki-hitachiomiya.jp/,,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1
36.5103878,140.5254761,茨城県,常陸太田市,08212,ひたちおおた,https://www.michi-no-eki.jp/stations/view/9730,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/iba_hitachiota/index.html,http://www.hitachiota-michinoeki.jp/page/dir000002.html,,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1
36.5278259,140.1728576,栃木県,芳賀郡茂木町,09343,もてぎ,https://www.michi-no-eki.jp/stations/view/270,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_motegi/index.html,http://www.motegiplaza.com/,,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1
36.3673361,139.964996,栃木県,真岡市,09209,にのみや,https://www.michi-no-eki.jp/stations/view/271,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_ninomiya/index.html,http://michinoeki-ninomiya.jp/,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
36.9557969,139.8993301,栃木県,那須塩原市,09213,湯の香しおばら,https://www.michi-no-eki.jp/stations/view/272,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_siobara/index.html,http://www.agripal-shiobara.com/,,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1
37.0415321,140.0137036,栃木県,那須郡那須町,09407,那須高原友愛の森,https://www.michi-no-eki.jp/stations/view/273,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_yuuai/index.html,http://www.yuainomori.com/,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1
37.000375,139.984479,栃木県,那須塩原市,09213,明治の森・黒磯,https://www.michi-no-eki.jp/stations/view/274,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_kuroiso/index.html,http://www.nasushioagri.or.jp/mysite2/index.html,,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1
36.7476018,140.1498715,栃木県,那須郡那珂川町,09411,ばとう,https://www.michi-no-eki.jp/stations/view/275,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_batou/index.html,http://nakagawa.shokokai-tochigi.or.jp/contents/michinoeki.html,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
36.9540486,140.157412,栃木県,那須郡那須町,09407,東山道伊王野,https://www.michi-no-eki.jp/stations/view/276,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_iouno/index.html,http://michinoeki-tosando.jp/,,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1
36.7154994,140.0326363,栃木県,さくら市,09214,きつれがわ,https://www.michi-no-eki.jp/stations/view/277,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_kitsuregawa/index.html,http://www.city.tochigi-sakura.lg.jp/site/michi-kitsuregawa/,http://michinoeki-kitsuregawa.jp,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1
36.3438044,139.5720735,栃木県,佐野市,09204,どまんなか たぬま,https://www.michi-no-eki.jp/stations/view/278,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_tanuma/index.html,http://domannaka.co.jp/,,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1
36.5523813,140.0581962,栃木県,芳賀郡芳賀町,09345,はが,https://www.michi-no-eki.jp/stations/view/279,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_haga/index.html,http://www.michinoeki-haga.gr.jp/,,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1
36.8630177,140.0873784,栃木県,大田原市,09210,那須与一の郷,https://www.michi-no-eki.jp/stations/view/280,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_yoichi/index.html,http://www.nasuno-yoichi.jp/,,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1
36.899706,139.969139,栃木県,那須塩原市,09213,那須野が原博物館,https://www.michi-no-eki.jp/stations/view/281,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_nasuno/index.html,http://www2.city.nasushiobara.lg.jp/hakubutsukan/,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1
36.296714,139.625248,栃木県,栃木市,09203,みかも,https://www.michi-no-eki.jp/stations/view/282,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_mikamo/index.html,http://mikamo.proteck.co.jp/,,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1
36.3081818,139.7607461,栃木県,小山市,09208,思川,https://www.michi-no-eki.jp/stations/view/283,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_omoigawa/index.html,http://www.michinoekiomoigawa.co.jp/,,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1
36.930014,139.686957,栃木県,日光市,09206,湯西川,https://www.michi-no-eki.jp/stations/view/284,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_yunishigawa/index.html,http://www.michinoeki-yunishigawa.jp/,,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1
36.4552686,139.8069587,栃木県,下都賀郡壬生町,09361,みぶ,https://www.michi-no-eki.jp/stations/view/285,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_mibu/index.html,http://michinoeki-mibu-tokimeki.com/,,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1
36.4666875,139.7431798,栃木県,栃木市,09203,にしかた,https://www.michi-no-eki.jp/stations/view/286,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_nishikata/index.html,http://michinoeki-nishikata.com/,,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1
36.3972222,139.8837638,栃木県,下野市,09216,しもつけ,https://www.michi-no-eki.jp/stations/view/287,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_shimotsuke/index.html,http://www.kanpi-shimotsuke.co.jp/,,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,1
36.805614,139.9216154,栃木県,矢板市,09211,やいた,https://www.michi-no-eki.jp/stations/view/288,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_yaita/index.html,http://www.michinoeki-yaita.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
36.7646574,139.7814069,栃木県,塩谷郡塩谷町,09384,湧水の郷しおや,https://www.michi-no-eki.jp/stations/view/289,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_shioya/index.html,http://www.town.shioya.tochigi.jp/forms/menutop/menutop.aspx?menu_id=899,,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1
36.633391,139.8313127,栃木県,宇都宮市,09201,うつのみや ろまんちっく村,https://www.michi-no-eki.jp/stations/view/290,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_roman/index.html,http://www.romanticmura.com/,,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1
36.543766,140.10118,栃木県,芳賀郡市貝町,09344,サシバの里いちかい,https://www.michi-no-eki.jp/stations/view/291,http://www.ktr.mlit.go.jp/honkyoku/road/Michi-no-Eki/station/tochi_ichikai/index.html,http://michinoeki-ichikai.jp,,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1
