"P35_001,N,19,11","P35_002,N,19,11","P35_003,C,254","P35_004,C,254","P35_005,C,254","P35_006,C,254","P35_007,C,254","P35_008,C,254","P35_009,C,254","P35_010,C,254","P35_011,N,19,11","P35_012,N,19,11","P35_013,N,19,11","P35_014,N,19,11","P35_015,N,19,11","P35_016,N,19,11","P35_017,N,19,11","P35_018,N,19,11","P35_019,N,19,11","P35_020,N,19,11","P35_021,N,19,11","P35_022,N,19,11","P35_023,N,19,11","P35_024,N,19,11","P35_025,N,19,11","P35_026,N,19,11","P35_027,N,19,11","P35_028,N,19,11"
34.1096518757,133.796699286,香川県,三豊市,37208,たからだの里さいた,https://www.michi-no-eki.jp/stations/view/860,http://www.skr.mlit.go.jp/road/rstation/station/saita.html,http://www.takaradanosato.co.jp/hp/,,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1
34.53390705,134.2421851,香川県,小豆郡土庄町,37322,大坂城残石記念公園,https://www.michi-no-eki.jp/stations/view/861,http://www.skr.mlit.go.jp/road/rstation/station/oosaka.html,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
34.22135991,134.1750001,香川県,さぬき市,37206,ながお,https://www.michi-no-eki.jp/stations/view/862,http://www.skr.mlit.go.jp/road/rstation/station/0108nagao.html,http://www.geocities.jp/sanukimaeyamanet/mitinoeki/,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
34.2394188,134.0072876,香川県,高松市,37201,香南楽湯,https://www.michi-no-eki.jp/stations/view/863,http://www.skr.mlit.go.jp/road/rstation/station/0108konan.html,http://www.souyu.co.jp/kounan/,,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1
34.3337252,134.1574969,香川県,高松市,37201,源平の里むれ,https://www.michi-no-eki.jp/stations/view/864,http://www.skr.mlit.go.jp/road/rstation/station/mure.html,http://www.genpei-mure.com/,,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1
33.4474558,132.2580887,愛媛県,西宇和郡伊方町,38442,瀬戸農業公園,https://www.michi-no-eki.jp/stations/view/865,http://www.skr.mlit.go.jp/road/rstation/station/setocho.html,http://www.town.ikata.ehime.jp/soshiki/28/9088.html,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
33.9019237,133.3098559,愛媛県,新居浜市,38205,マイントピア別子,https://www.michi-no-eki.jp/stations/view/866,http://www.skr.mlit.go.jp/road/rstation/station/besshi.html,http://www.besshi.com/,,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1
33.33023396,132.7982451,愛媛県,北宇和郡鬼北町,38488,日吉夢産地,https://www.michi-no-eki.jp/stations/view/867,http://www.skr.mlit.go.jp/road/rstation/station/hiyoshimura.html,http://www.hiyoshiyumesanchi.com/,,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1
33.6403789,132.7998209,愛媛県,伊予郡砥部町,38402,ひろた,https://www.michi-no-eki.jp/stations/view/868,http://www.skr.mlit.go.jp/road/rstation/station/hirota.html,http://kyounoyakata.jimdo.com/,,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1
33.68511817,132.6340324,愛媛県,伊予市,38210,ふたみ,https://www.michi-no-eki.jp/stations/view/869,http://www.skr.mlit.go.jp/road/rstation/station/futami.html,http://www.futamiseaside.com/,,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1
33.55490563,132.6582901,愛媛県,喜多郡内子町,38422,内子フレッシュパークからり,https://www.michi-no-eki.jp/stations/view/870,http://www.skr.mlit.go.jp/road/rstation/station/uchikofreshparkkarari.html,http://www.karari.jp/,,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1
33.48089422,132.3075462,愛媛県,西宇和郡伊方町,38442,伊方きらら館,https://www.michi-no-eki.jp/stations/view/871,http://www.skr.mlit.go.jp/road/rstation/station/kirarakan.html,http://www.kirarakan.com/,,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
33.379789,132.7493583,愛媛県,西予市,38214,きなはい屋しろかわ,https://www.michi-no-eki.jp/stations/view/872,http://www.skr.mlit.go.jp/road/rstation/station/kinahaiya.html,http://www.shirokawa.jp/kinahaiya/,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
32.9587802,132.561599,愛媛県,南宇和郡愛南町,38506,みしょうMIC,https://www.michi-no-eki.jp/stations/view/873,http://www.skr.mlit.go.jp/road/rstation/station/misyo-mic.html,http://m-mic.jp/index.html,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.99285832,133.0484121,愛媛県,今治市,38202,今治湯ノ浦温泉,https://www.michi-no-eki.jp/stations/view/874,http://www.skr.mlit.go.jp/road/rstation/station/imbon.html,http://st-yunoura.com/,,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1
33.22978492,132.7094931,愛媛県,北宇和郡松野町,38484,虹の森公園まつの,https://www.michi-no-eki.jp/stations/view/875,http://www.skr.mlit.go.jp/road/rstation/station/niji.html,http://morinokuni.or.jp/,,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1
33.25385686,132.6871266,愛媛県,北宇和郡鬼北町,38488,広見森の三角ぼうし,https://www.michi-no-eki.jp/stations/view/876,http://www.skr.mlit.go.jp/road/rstation/station/hsnkak.html,https://www.sankaku-boushi.com/,,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1
34.20281321,133.0755153,愛媛県,今治市,38202,伯方S・Cパーク,https://www.michi-no-eki.jp/stations/view/877,http://www.skr.mlit.go.jp/road/rstation/station/hakata.html,http://www.imabari-shimanami.jp/hakata/,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
34.2548482,133.0545056,愛媛県,今治市,38202,今治市多々羅しまなみ公園,https://www.michi-no-eki.jp/stations/view/878,http://www.skr.mlit.go.jp/road/rstation/station/kamiura.html,http://www.imabari-shimanami.jp/tatara/,,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1
34.2489624,133.0052532,愛媛県,今治市,38202,しまなみの駅御島,https://www.michi-no-eki.jp/stations/view/879,http://www.skr.mlit.go.jp/road/rstation/station/misima.html,http://www.mishima-eki.jp,,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1
33.88368862,133.1076222,愛媛県,西条市,38206,小松オアシス,https://www.michi-no-eki.jp/stations/view/880,http://www.skr.mlit.go.jp/road/rstation/station/komatsu.html,http://www.city.saijo.ehime.jp/soshiki/kanko/oashisu.html,,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1
33.6145334818,132.969656416,愛媛県,上浮穴郡久万高原町,38386,みかわ,https://www.michi-no-eki.jp/stations/view/881,http://www.skr.mlit.go.jp/road/rstation/station/mikawa.html,,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.46112194,132.6766988,愛媛県,大洲市,38207,清流の里ひじかわ,https://www.michi-no-eki.jp/stations/view/882,http://www.skr.mlit.go.jp/road/rstation/station/0108hiji.html,http://www1.quolia.ne.jp/~hijikawa/,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
34.1274701,133.0219454,愛媛県,今治市,38202,よしうみいきいき館,https://www.michi-no-eki.jp/stations/view/883,http://www.skr.mlit.go.jp/road/rstation/station/yoshiu.html,http://www.imabari-shimanami.jp/ikiiki/,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1
33.99670576,132.7722822,愛媛県,松山市,38201,風早の郷風和里,https://www.michi-no-eki.jp/stations/view/884,http://www.skr.mlit.go.jp/road/rstation/station/fuwari.html,http://www.fuwari.or.jp/,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1
33.2863482,132.5960143,愛媛県,宇和島市,38203,みま,https://www.michi-no-eki.jp/stations/view/885,http://www.skr.mlit.go.jp/road/rstation/station/mima.html,http://www.michinoekimima.jp/,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1
33.5685039,132.8007525,愛媛県,喜多郡内子町,38422,小田の郷せせらぎ,https://www.michi-no-eki.jp/stations/view/886,http://www.skr.mlit.go.jp/road/rstation/station/oda-seseragi.html,http://www.odamachi.com/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.22242256,132.5582355,愛媛県,宇和島市,38203,うわじま きさいや広場,https://www.michi-no-eki.jp/stations/view/887,http://www.skr.mlit.go.jp/road/rstation/station/uwajima.html,http://www.kisaiyahiroba.com/,,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
33.92418679,133.6411104,愛媛県,四国中央市,38213,霧の森,https://www.michi-no-eki.jp/stations/view/888,http://www.skr.mlit.go.jp/road/rstation/station/kirinomori.html,http://www.kirinomori.co.jp/,,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1
33.45816264,132.418138,愛媛県,八幡浜市,38204,八幡浜みなっと,https://www.michi-no-eki.jp/stations/view/889,http://www.skr.mlit.go.jp/road/rstation/station/yawatahama.html,http://www.minatto.net/,,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1
33.139682,132.5203019,愛媛県,宇和島市,38203,津島やすらぎの里,https://www.michi-no-eki.jp/stations/view/890,http://www.skr.mlit.go.jp/road/rstation/station/tsushima.html,http://www.yasuragi-egao.jp/,,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1
33.3549772,132.5271357,愛媛県,西予市,38214,どんぶり館,https://www.michi-no-eki.jp/stations/view/891,http://www.skr.mlit.go.jp/road/rstation/station/donburi.html,http://donburikan.jp/,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.6611355,132.8987127,愛媛県,上浮穴郡久万高原町,38386,天空の郷さんさん,https://www.michi-no-eki.jp/stations/view/892,http://www.skr.mlit.go.jp/road/rstation/station/tenkuu.html,http://www.kumakogen-sansan.com/,,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1
33.750923,133.6634001,高知県,長岡郡大豊町,39344,大杉,https://www.michi-no-eki.jp/stations/view/893,http://www.skr.mlit.go.jp/road/rstation/station/osugi.html,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
32.91616528,132.7125287,高知県,宿毛市,39208,すくも,https://www.michi-no-eki.jp/stations/view/894,http://www.skr.mlit.go.jp/road/rstation/station/sukumo.html,,,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1
32.82875238,132.7093139,高知県,幡多郡大月町,39424,大月,https://www.michi-no-eki.jp/stations/view/895,http://www.skr.mlit.go.jp/road/rstation/station/otsuki.html,http://www.furepa.jp/,,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1
33.1825666,132.9713214,高知県,高岡郡四万十町,39412,四万十大正,https://www.michi-no-eki.jp/stations/view/896,http://www.skr.mlit.go.jp/road/rstation/station/shimanto-taisho.html,,,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1
33.3883586039,132.944983352,高知県,高岡郡梼原町,39405,ゆすはら,https://www.michi-no-eki.jp/stations/view/897,http://www.skr.mlit.go.jp/road/rstation/station/yusuhara.html,,,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1
33.6112003,133.6421517,高知県,南国市,39204,南国風良里,https://www.michi-no-eki.jp/stations/view/898,http://www.skr.mlit.go.jp/road/rstation/station/nangoku.html,http://furari.com/,,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1
33.6481473,133.7824983,高知県,香美市,39212,美良布,https://www.michi-no-eki.jp/stations/view/899,http://www.skr.mlit.go.jp/road/rstation/station/birahu.html,,,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1
33.4266321,133.099612,高知県,高岡郡津野町,39411,布施ヶ坂,https://www.michi-no-eki.jp/stations/view/900,http://www.skr.mlit.go.jp/road/rstation/station/fushegasaka.html,,,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1
33.3064297,134.1102099,高知県,室戸市,39202,キラメッセ室戸,https://www.michi-no-eki.jp/stations/view/901,http://www.skr.mlit.go.jp/road/rstation/station/kiramesse-muroto.html,http://www.kiramesse-muroto.jp/,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
33.5735339,133.366191,高知県,吾川郡いの町,39386,土佐和紙工芸村,https://www.michi-no-eki.jp/stations/view/902,http://www.skr.mlit.go.jp/road/rstation/station/tosawashikougei.html,http://www.qraud-kochi.jp/,,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1
33.7426438,133.544235,高知県,土佐郡土佐町,39363,土佐さめうら,https://www.michi-no-eki.jp/stations/view/903,http://www.skr.mlit.go.jp/road/rstation/station/tosasameura.html,http://www.tosa-sameura.com/,,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1
33.47009977,133.9440693,高知県,安芸市,39203,大山,https://www.michi-no-eki.jp/stations/view/904,http://www.skr.mlit.go.jp/road/rstation/station/ooyama.html,,,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
33.3876602,133.2746768,高知県,須崎市,39206,かわうその里すさき,https://www.michi-no-eki.jp/stations/view/905,http://www.skr.mlit.go.jp/road/rstation/station/susak.html,http://michinoeki-susaki.com/,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.2311649,133.1491857,高知県,高岡郡四万十町,39412,あぐり窪川,https://www.michi-no-eki.jp/stations/view/906,http://www.skr.mlit.go.jp/road/rstation/station/aguri.html,http://www.aguri-kubokawa.co.jp/,,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1
33.77982358,133.3076915,高知県,吾川郡いの町,39386,木の香,https://www.michi-no-eki.jp/stations/view/907,http://www.skr.mlit.go.jp/road/rstation/station/konoka.html,,,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1
32.7935136,132.8831857,高知県,土佐清水市,39209,めじかの里土佐清水,https://www.michi-no-eki.jp/stations/view/908,http://www.skr.mlit.go.jp/road/rstation/station/mejika.html,,,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1
33.5341373,133.7538524,高知県,香南市,39211,やす,https://www.michi-no-eki.jp/stations/view/909,http://www.skr.mlit.go.jp/road/rstation/station/0108yasu.html,http://www.yasea-garden-place.co.jp/,,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1
33.6436742,133.3283198,高知県,吾川郡いの町,39386,633美の里,https://www.michi-no-eki.jp/stations/view/910,http://www.skr.mlit.go.jp/road/rstation/station/633.html,http://www.633bi.com/,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1
33.43015487,134.0078394,高知県,安芸郡田野町,39303,田野駅屋,https://www.michi-no-eki.jp/stations/view/911,http://www.skr.mlit.go.jp/road/rstation/station/tanoekiya.html,http://www.tanoekiya.com/index.php,,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1
33.0350772,133.0270676,高知県,幡多郡黒潮町,39428,ビオスおおがた,https://www.michi-no-eki.jp/stations/view/912,http://www.skr.mlit.go.jp/road/rstation/station/bios-oogata.html,http://hinataya.biz/,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
33.22391239,132.835433,高知県,高岡郡四万十町,39412,四万十とおわ,https://www.michi-no-eki.jp/stations/view/913,http://www.skr.mlit.go.jp/road/rstation/station/shimanto-toowa.html,http://shimanto-towa.jp/,,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1
33.0867393,133.101781,高知県,幡多郡黒潮町,39428,なぶら土佐佐賀,https://www.michi-no-eki.jp/stations/view/914,http://www.skr.mlit.go.jp/road/rstation/station/nabura.html,http://nabura-tosasaga.com/,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.1732559,132.7890999,高知県,四万十市,39210,よって西土佐,https://www.michi-no-eki.jp/stations/view/9747,,http://www.yotte.jp/,,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1
33.322394,133.235246,高知県,高岡郡中土佐町,39401,なかとさ,https://www.michi-no-eki.jp/stations/view/14164,,https://www.nakatosa.com/,,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1
33.35376454,130.7846775,福岡県,朝倉市,40228,原鶴,https://www.michi-no-eki.jp/stations/view/915,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/harazuru/harazuru.html,http://www.fs-basaro.jp/,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.6141375,131.1008813,福岡県,豊前市,40214,豊前おこしかけ,https://www.michi-no-eki.jp/stations/view/916,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/buzen/buzen.html,http://www.okoshikake.jp/,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.46511246,130.8258086,福岡県,朝倉郡東峰村,40448,小石原,https://www.michi-no-eki.jp/stations/view/917,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/koishiwara/koishiwara.html,http://www1.vill.toho.fukuoka.jp/info/prev.asp?fol_id=3840,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
33.58871601,131.1543082,福岡県,築上郡上毛町,40646,しんよしとみ,https://www.michi-no-eki.jp/stations/view/918,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/shinyoshitomi/shinyoshitomi.html,http://www.isekimae.com/,,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1
33.33401533,130.8181663,福岡県,うきは市,40225,うきは,https://www.michi-no-eki.jp/stations/view/919,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/ukiha/ukiha.html,http://www.michinoeki-ukiha.com/,,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1
33.0732475,130.5321905,福岡県,大牟田市,40202,おおむた,https://www.michi-no-eki.jp/stations/view/920,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/omuta/omuta.html,http://hanamitihana.com,,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1
33.18744243,130.6104152,福岡県,八女市,40210,たちばな,https://www.michi-no-eki.jp/stations/view/921,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/tachibana/tachibana.html,http://www.mitinoeki-tachibana.com/,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.5639493,130.7132593,福岡県,嘉麻市,40227,うすい,https://www.michi-no-eki.jp/stations/view/922,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/usui/usui.html,http://michinoeki-usui.jp/,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.54902494,130.8599574,福岡県,田川郡添田町,40602,歓遊舎ひこさん,https://www.michi-no-eki.jp/stations/view/923,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/hikosan/hikosan.html,http://www.kanyuusya.com/,,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1
33.8484732,130.503451,福岡県,宗像市,40220,むなかた,https://www.michi-no-eki.jp/stations/view/924,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/munakata/munakata.html,http://www.michinoekimunakata.co.jp/,,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1
33.3190429,130.5942111,福岡県,久留米市,40203,くるめ,https://www.michi-no-eki.jp/stations/view/925,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/kurume/kurume.html,http://www.michinoeki-kurume.com/,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
33.6765903,130.8599817,福岡県,田川郡香春町,40601,香春,https://www.michi-no-eki.jp/stations/view/926,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/kawara/kawara.html,http://michinoeki-kawara.jp/,,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
33.21790626,130.437973,福岡県,三潴郡大木町,40522,おおき,https://www.michi-no-eki.jp/stations/view/927,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/ooki/ooki.html,http://michinoeki.kururun.jp/,,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1
33.626154,130.8451701,福岡県,田川郡大任町,40608,おおとう桜街道,https://www.michi-no-eki.jp/stations/view/928,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/ootousakurakaidou/ootousakurakaidou.html,http://www.town.oto.fukuoka.jp/info/prev.asp?fol_id=1745,,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1
33.148217903,130.484540286,福岡県,みやま市,40229,みやま,https://www.michi-no-eki.jp/stations/view/929,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/miyama/miyama.html,http://www.michinoekimiyama.com/,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.64191221,130.7646945,福岡県,田川郡糸田町,40604,いとだ,https://www.michi-no-eki.jp/stations/view/930,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/itoda/itoda.html,http://www.michinoekiitoda.jp/,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
33.07501638,130.1457472,佐賀県,鹿島市,41207,鹿島,https://www.michi-no-eki.jp/stations/view/931,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/kashima/kashima.html,http://michinoekikashima.jp/main/1.html,,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1
33.3111192,130.071911,佐賀県,唐津市,41202,厳木,https://www.michi-no-eki.jp/stations/view/932,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/kyuragi/kyuragi.html,http://www.shokokai.or.jp/41/4120210109/index.htm,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
33.31361997,129.9289587,佐賀県,伊万里市,41205,伊万里,https://www.michi-no-eki.jp/stations/view/933,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/imari/imari.html,http://www.ihn.jp/~jaimari1/,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.5285331,129.8731411,佐賀県,唐津市,41202,桃山天下市,https://www.michi-no-eki.jp/stations/view/934,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/momoyama/momoyama.html,https://momo-ten.com/,,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1
33.1917813,129.9561607,佐賀県,武雄市,41206,山内,https://www.michi-no-eki.jp/stations/view/935,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/yamauchi/yamauchi.html,http://www.michinoeki-yamauchi.com/top.html,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
33.3390166,130.2578278,佐賀県,佐賀市,41201,大和,https://www.michi-no-eki.jp/stations/view/936,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/yamato/yamato.html,http://www.soyokazekan.com/,,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1
33.3804956,130.3973146,佐賀県,神埼郡吉野ヶ里町,41327,吉野ヶ里,https://www.michi-no-eki.jp/stations/view/937,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/yoshino/yoshino.html,,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
33.0469887,130.1693594,佐賀県,藤津郡太良町,41441,太良,https://www.michi-no-eki.jp/stations/view/938,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/tara/tara.html,https://www.tarafukukan.com/frmDefault.aspx,,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1
33.176871,130.196458,佐賀県,杵島郡白石町,41425,しろいし,https://www.michi-no-eki.jp/stations/view/14154,,http://www.michi-no-eki.jp/michinoeki/saga/shiroishi/ ?,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
33.3551861,129.4335547,長崎県,平戸市,42207,生月大橋,https://www.michi-no-eki.jp/stations/view/939,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/ikitsuki/ikitsuki.html,http://www.ikitsuki.net/kankou/baiten/index.html,,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1
32.73970208,130.3675809,長崎県,南島原市,42214,みずなし本陣ふかえ,https://www.michi-no-eki.jp/stations/view/940,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/mizunashi/mizunashi.html,http://mizunashi-honjin.co.jp/,,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1
33.31770825,129.6031137,長崎県,平戸市,42207,昆虫の里たびら,https://www.michi-no-eki.jp/stations/view/941,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/tabira/tabira.html,http://www.hira-shin.jp/station-tabira/,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
33.0358508,129.9199353,長崎県,東彼杵郡東彼杵町,42321,彼杵の荘,https://www.michi-no-eki.jp/stations/view/942,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/sonogi/sonogi.html,http://www.sonogi.jp/michinoeki.html,,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1
33.0429925323,129.695700982,長崎県,西海市,42212,さいかい,https://www.michi-no-eki.jp/stations/view/943,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/saikai/saikai.html,http://www.saikaicity.jp/mikan/,,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1
32.8358987,129.7037628,長崎県,長崎市,42201,夕陽が丘そとめ,https://www.michi-no-eki.jp/stations/view/944,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/sotome/sotome.html,http://www.yuhigaoka-sotome.com/,,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1
33.3486836,129.7015151,長崎県,松浦市,42208,松浦海のふるさと館,https://www.michi-no-eki.jp/stations/view/945,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/matuura/matuura.html,http://umihuru.com/,,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1
32.7382789,128.6903638,長崎県,五島市,42211,遣唐使ふるさと館,https://www.michi-no-eki.jp/stations/view/946,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/kentoushi/kentoushi.html,http://www.kentoushi-furusatokan.jp/,,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1
33.4338551,129.7823616,長崎県,松浦市,42208,鷹ら島,https://www.michi-no-eki.jp/stations/view/947,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/takarajima/takarajima.html,http://www.takarajima-rs.com/,,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1
33.2015015,129.671634,長崎県,佐世保市,42202,させぼっくす99,https://www.michi-no-eki.jp/stations/view/9748,,http://sasebox99.com,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1
32.8853776,130.0074643,長崎県,大村市,42205,長崎街道鈴田峠,https://www.michi-no-eki.jp/stations/view/9749,,https://www.city.omura.nagasaki.jp/kankou/kanko/michinoeki/index.html,,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2
33.123101,131.0646886,熊本県,阿蘇郡小国町,43424,小国,https://www.michi-no-eki.jp/stations/view/948,http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/oguni/oguni.html,http://www.town.kumamoto-oguni.lg.jp/q/aview/142/279.html,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1
